,id,display name,description,verified,potentially_banned,#followers,#posts,#friends,#favourites,location
domingo03515246,1504797524627972101,domingo,,False,False,7.0,1425.0,13.0,6382.0,
RobbyKRyder,15214624,Robert Ryder,"31. Chattanooga, TN. Co-Owner (along with 3000 others) of @chattanoogafc. Engineer, Photographer, aging frisbee player.",False,False,323.0,12691.0,681.0,18105.0,Chattanooga
Jonsingalong,1559767622,APTKimchi,RT != Endorsement. Views are my own.,False,False,164.0,1184.0,552.0,2258.0,"New York, NY"
i_army_org,3053170378,ІнфоВійська України,"Ukraine Information Army....................................
Run by @batov_s and @olegbps",False,False,162330.0,21332.0,612.0,33793.0,Україна
relativityspace,3655712834,Relativity Space,Building humanity’s multiplanetary future.,False,False,47308.0,1413.0,361.0,2236.0,
SharqYouth,750680156251910144,Al Sharq Youth,A network of committed & active youth leading change towards a more inclusive & just world. Part of @Sharqforum /Turkish @SharqYouthTr,False,False,11012.0,2826.0,5.0,206.0,"Geneva, London, Istanbul, KL"
qunfuz2,1499389167490543619,Robin Yassin-Kassab,"anatta
'Burning Country: Syrians in Revolution and War'
'The Road from Damascus'
qunfuz.com",False,False,857.0,2300.0,1011.0,5969.0,
SfisosamiS,1164929958751420416,Mr SS Skhosana ☻︎,"HIV Activist🎗❤i pray for job🙏❤i pray for better life❤be proud of your self because coz you'll die alone ♡Praying gives hope

my n 0824260225/capit:1648085707",False,False,3325.0,3175.0,4988.0,19214.0,kwandebele
jmichael424,2366215986,Jeffrey H. Michaels,"IEN Senior Fellow in American Foreign Policy and International Security @IBEI, Visiting Fellow @warstudies and @OxfordCCW",False,False,1148.0,10137.0,310.0,7434.0,Spain
AnonWintermute,1515129461229989891,Wintermute,#Anonymous The first weapon to arm yourself with is Knowledge. - Science in communications - Disinformation and propaganda debunker - former press editor,False,False,356.0,4632.0,313.0,12109.0,behind the enemy lines
CircleLineBT,1458958318165274625,CircleLineBelfast,"Campaigning for a Circle Train Line around Belfast Metro Area using existing track and reopening Knockmore Line.
Sign the petition below...",False,False,1615.0,3480.0,555.0,2625.0,"Antrim, Northern Ireland"
nostalnerd,2284881290,Nostalgia Nerd,"Pete; YouTuber, Author, Twitch Partner. 
Retro Tech? I literally wrote the book about it m888. 
Any pronoun. 
Tweets often rarely affiliated. 
🌱Ⓥ

🔗nerdl.ink",False,False,24276.0,18027.0,3899.0,19996.0,"Norwich, England"
GeeDawg55975157,1492481032171528193,G 🇺🇦,"kyiv/security consultant. 

SOF tactical group 🇺🇦",False,False,13067.0,2878.0,94.0,4919.0,kyiv
Cassizzi,26508566,Peter Cassizzi,This bio is currently undergoing maintenance. Thank you for visiting @Cassizzi,False,False,1289.0,39520.0,2161.0,37722.0,"London, England"
sgmobb,2165310250,Илья Кузнецов,"CEO Zenclass, co-founder DELO.studio",False,False,146.0,102.0,28.0,87.0,Kyrgyzstan
practicetrack66,4497210982,J Casey,,False,False,165.0,1738.0,147.0,4201.0,
ThePrimalDino,736396874148630529,David Willis,SLS's #1 fan! 🚀 Senatus Populusque Romanus enjoyer 🏛 Dinosaur enthusiast 🦖 I also make videos on YouTube. Member of Epoch Now,False,False,8767.0,64885.0,591.0,106833.0,#SLSGang
obesePowel,1483815663009517569,J.P.,,False,False,62.0,3410.0,152.0,12496.0,"Eccles Building, Washington DC"
SpaghettiKozak,2939245667,SK Media🇺🇦🌻,"YouTuber taking time off to defend Ukraine against Russian aggression. ЗСУ🇺🇦, Паляниця enjoyer, NAFO fella. He/him #WeAreNAFO",False,False,20083.0,86094.0,2422.0,256795.0,Only Waffle House in Ukraine
law_and_policy,778098210904612864,dag,"Mainly links to my posts at the law and policy blog and elsewhere.

Note @davidallengreen account is now often locked/deactivated, so as to give it a rest.",False,False,35676.0,2031.0,173.0,3339.0,Birmingham and London
laurenboebert,1201670995435646976,Lauren Boebert,Lauren Boebert for Congress Account: Congresswoman for CO-03. Owner of Shooters Grill. I’m the mom who told Beto HELL NO you’re not taking our guns!,True,False,1538010.0,6908.0,1231.0,4629.0,"Colorado, USA"
verticalcrypto,1293226046637170690,verticalcryptoart,"↳ web3 curated platform for art & culture
↳ curated sales at auction.verticalcrypto.art
↳ @prooofofpeople & @vcaresidency",False,False,36385.0,16743.0,1785.0,41395.0,somewhere 
Juzmason14,425248386,Justin Mason,,False,False,1042.0,10584.0,2483.0,9634.0,
RolandOliphant,127814172,Roland Oliphant,Senior foreign correspondent @telegraph,True,False,57674.0,24012.0,4366.0,19157.0,
JohnPlatner,473522137,jp,"Have a view. Put it on the table. Change your mind, fine. But have a view. Aim WTFU. Don’t assume another’s motives, as you know not what’s in his heart.",False,False,352.0,56422.0,2985.0,11334.0,
RS_Glide08,4128560555,Roi Semo רועי סמו روعي سمو Ро'и Семо 🇮🇱🇪🇺🇺🇦,"Amateur pundit from the Tel Avivi bubble, tweets about 🇪🇺/🇮🇱/MidEast politics + other things when I feel like it. Male (he/him/his) || pfp by @Fleurfurr",False,False,404.0,62298.0,700.0,102375.0,"Tel Aviv, Israel"
dhaaruni,1252608559113596930,Dhaaruni Sreenivas,Don Draper but a woman. All opinions are my own.,False,False,967.0,4893.0,338.0,707.0,Washington D.C.
RogierK79,1451197351268257799,Rogier K 🇳🇱🏳️‍🌈🤡,"Joined 'cause I could no longer read tweets without logging in. Swore I'd never post anything, but now Ukraine happened (and it's real, unlike most shit here).",False,False,41.0,1995.0,125.0,9062.0,Gayrope
yudbrit,983632721514811392,Mack Tubridy,"Russia & post-soviet politics, state-business relations, corruption
Chicago/Madison/Saratov/SPb/Tbilisi",False,False,1345.0,845.0,633.0,1284.0,
tomhfh,453473029,Tom Harwood,"Political Correspondent & Presenter | Journalist, commentator, I do real news |Watch 𝐓𝐡𝐞 𝐁𝐫𝐢𝐞𝐟𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 𝐓𝐨𝐦 𝐇𝐚𝐫𝐰𝐨𝐨𝐝 0930 Mon-Fri @GBNews",True,False,125931.0,86681.0,866.0,88650.0,London
AirlineFlyer,58913244,Jason Rabinowitz,"#AvGeek researching and writing things about airlines, airplanes, transit and travel. Co-host of @flightradar24's AvTalk podcast. email: jason@airlineflyer.net",True,False,68451.0,304711.0,1171.0,10590.0,JFK LGA and sometimes even EWR
waitmanb,17898529,"Dr. Waitman Beorn, Oracle of History🇺🇦",Holocaust & Genocide Studies/ Senior Lecturer in History/ @usarmy vet/ single dad/ goalkeeper/ Grad @westpoint_usma and @UNC. he/him writes @PostOpinions,False,False,13488.0,71193.0,3032.0,58743.0,"Newcastle Upon Tyne, England"
kroati1,856296062499291136,kroati ⬋⬋⬋⬋,"FFXIV-posting A LOT │ Please listen to my advice │SFSN│mag ing chem eng │ they/she, 27, trans🏳️‍⚧️, fluid, bi/pan, slavic, ✡ish │ fiancée: @KATURATION ; S,L; D",False,False,944.0,45498.0,2047.0,483124.0,Croatia / Mateus
viticci,20904050,Federico Viticci,"Founder and Editor-in-Chief @MacStoriesNet & @ClubMacStories. Podcaster at @AppStoriesNet.

On @RelayFM: @_connectedfm & @remasterfm.

⭐️ plus.club",True,False,89119.0,114513.0,829.0,21745.0,In your web browser.
HistoryOfNL,996397402193121283,History Of The Netherlands podcast,"The podcast that explores the events and characters that transformed a primitive swamp into an amazing, modern marvel of a swamp. New episode every two weeks.",False,False,1791.0,3729.0,403.0,6542.0,"Amsterdam, The Netherlands"
obsiniius,1462850364869382157,obsiniius,,False,False,2.0,1123.0,21.0,27.0,United States
MarcoLo61955229,1448232695591473155,Marco,,False,False,4.0,1265.0,33.0,2375.0,
matthewjreidy,382941470,Matt Reidy,Facts matter. Producer with @FoxNewsSunday || New Hampshire native || tips/stories ⤵️ Matthew.reidy@fox.com,False,False,762.0,10732.0,501.0,10395.0,"Washington, DC"
bwallacep,545127219,Paulius Krivelis,,False,False,4.0,246.0,150.0,357.0,
SimonPease1,594992481,The Neglectful Gardener: @RebootGB #NFNFNE 🐟🇺🇦,We own nothing. We are caretakers for future generations. There is no planet B. #BLM Cooperation is an existential issue. Former Diplomat. RT ≠ agree,False,False,17334.0,203149.0,7418.0,303139.0,UK
ASpinOfTheWheel,1670939658,K Johnson,Stochastic Stoic. Economical Empiricist. Humean Humanist. Pionic Programmer. Mathematical Microscopist. Photographic Physicalist.,False,False,756.0,51929.0,1764.0,24906.0,
sumlenny,162063442,Sergej Sumlenny,"Berlin-based 🇩🇪 Eastern Europe expert. 10+ yrs of work in Ukraine, Russia, Belarus. Former Director @boell_stiftung Kyiv (UA+BY)office. Speak 🇩🇪🇺🇦🇧🇾🇷🇺",False,False,123869.0,16234.0,846.0,18130.0,"Berlin, Deutschland"
BDHerzinger,774918655234613248,Blake Herzinger,"TWTR | @PacificForum | @cimsec | @PacificFleet | Once USN, now /R, Seapower always | Indo-Pacific security | Co-Author CARRIER KILLER | Proud Idahoan",True,False,12887.0,9800.0,1922.0,89453.0,"1.2494° N, 103.8303° E"
halvarflake,15276283,Halvar Flake,"I do math. And was once asked by R. Morris Sr. : &quot;For whom?&quot;

At the moment, for optimyze.cloud",False,False,40316.0,54697.0,2297.0,35749.0,
randomcommunis7,1540987884349571073,random communist,Because of capitalism i have to work 2 jobs to survive.I am a wumao and a Kremlin sponsored bot.🇨🇺🇰🇵🇨🇳🇻🇳🇵🇸,False,False,93.0,548.0,228.0,24620.0,
johnsweeneyroar,459310999,John Sweeney,"Killer In The Kremlin smarturl.it/KillerInTheKre…
Taking On Putin podcast podcasts.apple.com/gb/podcast/tak…
patreon.com/JohnSweeneyRoar",True,False,249609.0,124865.0,4020.0,151563.0,London
rosiescammell,196509596,ℝ𝕠𝕤𝕚𝕖 𝕊𝕔𝕒𝕞𝕞𝕖𝕝𝕝,Correspondent @AFP covering Israeli and Palestinian affairs.,True,False,5767.0,27756.0,1322.0,2.0,Jerusalem
blue_birdmanz,1354948266144755717,birdman,Like to comment on things,False,False,14.0,3769.0,65.0,3515.0,"Santa Fe, NM"
shirin312,762945821935603712,coffeeholic 🇺🇦,in coffee I trust.,False,False,2527.0,17505.0,357.0,13619.0,Planet Earth
Prune602,1498461179890524161,Prune60,Electrical/Power Systems Engineer,False,False,125.0,4884.0,109.0,790.0,
Uri8ko,166528616,URMAT KABYLOBA,,False,False,525.0,4920.0,470.0,8351.0,
GoalNeel,1221239780450525186,Dr.N,"Doctor , Film geek , Cricket, RCBian.

Tweeting Medical science , Film reviews and Cricket analysis. I am certified in only one of the above fields.",False,False,115.0,3894.0,2347.0,27668.0,India
Nurs_Ken,267118691,N.M,"Хочешь спрятать дерево — спрячь его в лесу, идиот!
Медленно, но верно.",False,False,1356.0,13610.0,450.0,5752.0,Kyrgyzstan
HMSPWLS,743061267892555777,HMS Prince of Wales,Queen Elizabeth class aircraft carrier and largest warship in the Royal Navy.,True,False,68069.0,2570.0,625.0,2136.0,
Lasha4464,555654047,Lasha 🇨🇦🇺🇦 Слава Україні!,Kindness matters. Sometimes the right thing to do is pick a side. Stop telling me about your freedoms if they trample all over mine. #🇨🇦🇺🇦😷💙,False,False,4605.0,6146.0,5067.0,10090.0,
kport86,583038792,Kris,"nothing interesting but i'm working on it

Belfast, N.Ireland",False,False,295.0,3901.0,1488.0,4737.0,Belfast
GDarkconrad,760761161910460416,Manu Gómez,buymeacoffee.com/Manugomi,False,False,43797.0,50699.0,2235.0,7966.0,
Ghostofk1ev,1189063684435234816,Al,,False,False,250.0,5510.0,116.0,11937.0,
ReneDuba,1501559423025790985,René Duba,"Conflict analyst.    

What do the Twitter buttons do? 'Follow' means getting updates. 'Retweet' & 'Share' are straightforward. 'Like' is the most enigmatic.",False,False,1032.0,4964.0,3329.0,4080.0,
timdemeijer,614170412,Tim de Meijer,"Amateur photography, astrophotography | interests in astronomy, rocketry, computer science",False,False,118.0,10680.0,814.0,48033.0,"Strijensas, Strijen"
brokenbottleboy,16288901,Mic Wright,"“The sad part is I'm a very good tailor.""  Writer of various things including a media criticism newsletter. Sign up below 👇🏻",True,False,38416.0,101450.0,16467.0,180269.0,"Norwich, England"
Dubeeous,451911158,Bryce Dubee,"Professional talker, amateur killjoy. OIF & OEF @USArmy vet, formerly with @starsandstripes, @Google, & @texasveterans.

'Always extremely helpful.'",False,False,680.0,25321.0,991.0,44280.0,Virginia 
ThereWillBStars,42175926,Caitlin,"Sapere aude! Dare to be wise. Abolish & Defund. ACAB. 

Professional baker once upon a time, pre-back injury.",False,False,513.0,43729.0,963.0,113234.0,"PA, previously NYC & CA."
tobiaschneider,326235705,Tobias Schneider,Peace & Security & Posts ∙ Research Fellow at @GPPi ∙ Frmr Edit @SyriaContext ∙ @SAISStrat alum,True,False,40368.0,26855.0,1939.0,18428.0,"Berlin, Germany"
beskjutning,2858419069,SwedishNuts,Taco truck. On every corner.,False,False,12.0,395.0,137.0,657.0,Erf
Julie70627827,1040973155786022913,Tui 🇵🇸 #SupportAllStrikers,"Manc/working class socialist/ex labour,she/her,M.E,My dog Ziggy. No FBPE",False,False,4915.0,7888.0,3163.0,17051.0,
AleksSang,2556438638,товарищ Сухов: Путин-кровавый сумасшедший маньяк!,"Россия будет свободной! Но для этого нужен демонтаж Империи Зла, суд над КГБ-ФСБ и поголовная люстрация чинуш и ментов",False,False,167.0,7527.0,179.0,17123.0,Просто Россия
mm54203783,1314866163206086656,mm,"海の近くで暮らしています。
映像・舞台・旅・動物・自然など。
最近ウクライナのことで重めですみません。
鍵垢の人、思考が読めない方からのフォローは苦手です。",False,False,22.0,3039.0,191.0,7219.0,
iAmTheWarax,888066140710293504,matthew.,"world's foremost hippopotamus appreciator. ""funny and even creative to a certain extent."" —ambassador m. i. ulyanov | #wearenafo",False,False,44074.0,24626.0,629.0,152665.0,"Langley, Virginia"
Benrobinz,77761557,Ben Robin-D'Cruz,"Postdoctoral Fellow on #TheOtherIslamists, ps.au.dk/toi, @AarhusUni
Publications @ edinburgh.academia.edu/BenRobin / Iraq, protests, Sadrists, Basra.",False,False,3275.0,5226.0,1826.0,5946.0,UK/Iraq
JakubUlak,393706127,Jakub Ulak 🇨🇦🇵🇱🇺🇦🌻,Escaped Russian occupation of Poland. Proud Canadian. #NAFO member. Will always #StandWithUkraine,False,False,379.0,651.0,161.0,6238.0,
KremlinTrolls,4361001253,"KT ""Special Intelligence Operation""",Counter Intel - Exposing Russian Propaganda/ War Crimes / Active Measures / Information Warfare. Support NATO & Share Data with Western Intelligence Agencies,False,False,63723.0,57726.0,374.0,28401.0,"Dededo, Guam"
EsenyaVetrova,1403800652774526983,"Хьюстон, у нас пороблено","Слава - Украине, Слава - ЗСУ, путин - Хуйло, Зеля - Бэтмен",False,False,34.0,3163.0,492.0,4883.0,"Киев, Украина "
cyculcc,111960677,CYCUL©,"Pushing & pedalling 
events/projects/products to promote cycle culture in NI. 
Social Enterprise est: 2010. 
lapthelough.org rideonbelfast.com boreen.cycul.cc",False,False,1344.0,4993.0,839.0,1391.0,Ulster/Belfast
SecretNofun,1554551251769098245,Langley Country Club,I have a Presidential Finding for my memes. Do you?,False,False,1415.0,189.0,22.0,18.0,
rangecard,448645611,rangecard,"US Army vet, proud Texan. Voting to progress the US forward. IT, hardware/software QA. If it ain't broke, I'll break it.",False,False,1051.0,17852.0,2608.0,95821.0,"Austin, TX"
KingKong9888,1108458116377530368,Eric Yeung 👍🚀🌕,geopolitical and economic effects on Precious Metals and commodities,False,False,7693.0,44277.0,1156.0,115369.0,
ETHthisistheway,1455949006723551234,ETHer.,Crypto/NFT enthusiast. Long on BTC/ETH.,False,False,145.0,2852.0,624.0,4982.0,
drmattieb,310750122,Matthew Brown,Ex oil & gas geologist. Now part-time Energy Policy MSc student looking for second career decarbonising global energy. Born 325ppm,False,False,131.0,1171.0,608.0,1441.0,"London, England"
den_kazansky,259718566,Денис Казанський,For only in the grip of darkness we will shine amidst the brightest stars,True,False,139336.0,16239.0,395.0,20190.0,Київ
MasterKlump,2305895543,Chris,"Thalassophile. 
I'm Free, To Do What I Want, Any Old Time.
'I love being 'woke'. It's much nicer than being an ignorant fcuking twat' - Kathy Burke",False,False,206.0,5438.0,604.0,3647.0,Cornwall-to escape the world
PaulNiland,86327801,Paul Niland,"I saw some brilliant, brave, but very ordinary people, young & old, do an extraordinary thing. They defeated a cruel and corrupt dictator.",True,False,21688.0,142752.0,980.0,409934.0,Kyiv. Ukraine.
cwbarr,95504748,Chris Barr,"Used to be a history teacher, now I do other stuff. Grillbilly",False,False,1747.0,37191.0,1186.0,28853.0,
JohnHultquist,298149289,John Hultquist🌻,"VP, Mandiant Threat Intelligence @Mandiant. @CYBERWARCON founder. Johns Hopkins professor. Army vet.",False,False,24656.0,16861.0,907.0,32227.0,
AlexBondODUA,1550580480608722948,Alex Bond,"Ukrainian. Volonteer.

LINK FOR DONATIONS 🇺🇦: 

quicknote.io/16b07900-19c1-…

#NAFO #WeAreNAFO",False,False,1706.0,1056.0,403.0,2180.0,UKRAINE 
alkachka1,1477717509872758785,стакановец,алкаш,False,False,3264.0,7559.0,666.0,10570.0,Санкт-Петербург
LunaFlickr,3031109519,Flickr,"Retweets mostly. Lviv/NYC, NAFO transgallactic member, she/her",False,False,594.0,8125.0,927.0,14907.0,
ChattaGooner,363172553,usl delenda est,Chattanooga FC/Arsenal supporter: Co-host @423SoccerPod: Smug Muppet: Burdened with Glorious Purpose,False,False,740.0,46530.0,496.0,23295.0,in a lower league case study
amhitchens,3297159230,Alexander Meleagrou-Hitchens,"Snr Lecturer @warstudies|Research Director @gwupoe | Author Incitement: Anwar al-Awlaki's Western Jihad (HUP, 2020) Homegrown: ISIS in America (IB Tauris, 2020)",False,False,11731.0,1031.0,1640.0,12139.0,King's College London
Dorina12833479,1477323140997042189,Dorina,,False,False,0.0,95.0,20.0,119.0,
thdammen_tom,1501911104510963713,Tom Helgesen,"X military reserveoffiser, x politician, still working in sportingstore, small time farming, home brewer, forestry work, keeps dogs, shooting, hunting and more.",False,False,17.0,445.0,36.0,9568.0,Norway in NATO
shruthi1mohan,2829694740,Shruthi Manjula Mohan,"Fact Checker, Journalist, Science-Communication | Media Fellow- @teriin & @Bookpecker | @unesco ambassador | Student of Public Policy & Art | Bengaluru Hudugi",False,False,844.0,1736.0,713.0,2817.0,"Bangalore, India"
Laffs_Dynamics,1414781168772435970,Laffs Dynamics,"GunCAD Designer

Stealing your memes since 2012. 

Designs can be found on DefCAD.

defcad.com/users/FFFTech/",False,False,6155.0,6072.0,109.0,10887.0,
rustamtokoev,784998107851489280,Рустам Токоев,"Много курю, начал бегать, но пока еще курю",False,False,5.0,153.0,122.0,254.0,Бишкек
Natasha57861427,1312571734038654987,Natasha The State Is Not Your Friend,"Mom, personal trainer, Team Freedom, nutrition, poli sci, scuba diver, private pilot, athlete, incorrigible, acute sass mouth",False,False,616.0,7244.0,914.0,37285.0,"Montréal, Québec"
sebastiangood,34123659,Sebastian Good,"Houston native. Co-founder of @experoinc, a software engineering consultancy specializing in bringing challenging ideas to reality. @trilogymafia",False,False,1239.0,30166.0,3073.0,40136.0,"Houston, TX"
pavanrajam,14694066,pavan rajam,"design at apple, everything everywhere else",False,False,1789.0,32296.0,1854.0,11842.0,"not of this world, vallco"
Hello_World,7141,Thomas Petersen,"Investor, designer, tinkerer.
Co-founder @FPCVS
Square, 80/20, MetaDesign alumni.
Hello co-founder
Dotcom survivor",False,False,1905.0,5906.0,465.0,3142.0,New York
gdeihl,95461379,Geoffrey Deihl,"Writer, cyclist, environmentalist, lover of art and music. Contact me through my blog. Send me a message. We must organize as one voice.",False,False,306.0,4475.0,216.0,900.0,"Buffalo, NY"
May_Roma,10145862,谷本真由美　(めいろま) 「世界のニュースを日本人は何も知らない３」発売中,ITコンサルタント、著述家。元国連専門機関職員 最新書籍「世界のニュースを日本人何も知らない３」amzn.to/3GHSdj8 メルマガ note.mu/may_roma リンクはAmazon Affiliate含む,False,False,119497.0,1148717.0,8661.0,28271.0,地球
ACasperia,1048082142004240385,Antonio Di Casperia,,False,False,322.0,46614.0,1153.0,13730.0,
sligotourism,45541197,Sligo Tourism,"From lakes & rivers to beaches & 
mountains, Sligo is where ancient sites, spectacular
landscapes & rolling waves inspire stories #SligoIsOpen",False,False,11182.0,19545.0,4227.0,10964.0,"Sligo, Ireland"
Dobrokhotov,31140449,Roman Dobrokhotov,Revolution is me,True,False,96358.0,65521.0,309.0,9691.0,Zabriskie Point
3la2lden,1378632740,علاء الدين,Media and FilmMaking,False,False,426.0,7335.0,163.0,8057.0,Syria
anneramsey740,775055920929923072,Cyclegranny 🚴‍♀️,Cycling granny Feminist/LGBT/cycling activist// Green Party member. #roadtozero,False,False,6486.0,48996.0,7132.0,148528.0,"Belfast, Northern Ireland"
887Anna887,863418516279627777,Анна,,False,False,346.0,17244.0,401.0,45512.0,
DeFiArtist,1308312058912415744,Logan,"DeFi Artist: Logan
NFTs - Collectibles - Tech - Psychology
I follow back.",False,False,695.0,7522.0,678.0,12860.0,Earth
SustPopAus,725627632629387264,Sustainable Pop Aus,"""Your Voice on Population""
For all Australians, present & future.
(SPA does not entertain any population discussions which involve race or religion) #population",False,False,1159.0,2601.0,759.0,2439.0,Australia
johncusack,17017636,John Cusack,Apocalyptic shit disturber and elephant trainer,True,False,1751287.0,162287.0,1187.0,7800.0,USA Certum est quia impossibile est 
TimesofIsrael,432557320,The Times of Israel,"The one-stop news site for Israel, the region & the Jewish world",True,False,397270.0,275007.0,602.0,321.0,"Jerusalem, Israel"
muhamad5_11,1330957823371522053,الإعلامي محمد العلي,مراسل #الإعلام_العسكري,False,False,2722.0,188.0,132.0,2129.0,Syria
CliveWismayer,1298880800,Sir Clive (‘lefty’) Wismayer 🇪🇺🇲🇹 🇳🇱 🥪,Retired English lawyer. Escaped Plague Island in 2020. Now watching the death spiral through my fingers. I’m blaming the French 😬,False,False,18264.0,71569.0,3058.0,207202.0,"Amsterdam, The Netherlands"
Catfish_Man,15444008,David Smith,"“Listen: David Smith has come unstuck in time.” — Kurt Vonnegut, probably

pronoun.is/he/him?or=they",False,False,7509.0,90626.0,796.0,182976.0,
stillnotadvice,1395591324682817539,definitely ███ advice,✨The AnCap Bachelorette ✨ goddamn twitter kingpin ✨ certifiable problem ✨ The Collapse™ ✨ Bourbon and Bullshit ✨ PhD - Klaus Schwab University of Authoritarians,False,False,8072.0,12377.0,800.0,35748.0,
IdeaspaceNI,937926726373576704,Ideaspace,"Ideas for Future Belfast. Road plans, public realm ideas, innovative ideas for a better, Future Belfast.  Retweet interesting articles on Belfast Development.",False,False,675.0,3438.0,151.0,3235.0,"Belfast, Northern Ireland"
J0nasF,17751072,Jonas Förare,"Biolog, fotograf och kommunikatör. Mina tweets uttrycker mina egna åsikter. /PhD Biologist, Photographer and Communicator. Tweets express my own opinions.",False,False,705.0,39383.0,1153.0,95998.0,Stockholm
devilsadv0c8,979364035505328129,Dan A,Just a guy who loves dogs and hates nonsense.,False,False,238.0,16963.0,171.0,62075.0,
RebetikoWalrus,144827236,The Walrus 3.5% #FBPE 🐦🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺,"Brexit is a scam.
#FBPE #RejoinEU 
Member of the #LeftBlob
#RaspberryPi fanatic. 
DMs will probably be ignored.",False,False,15236.0,218236.0,16415.0,162740.0,"Wales, European Union."
MegKinnardAP,17877451,Meg Kinnard,"Nat'l politics reporter for @AP, covering the US South. @NationalJournal, @GeorgetownSFS, @UNC alumna. 
Proud Tennessean and South Carolinian. #BeatCancer",True,False,60512.0,36524.0,2009.0,31733.0,"South Carolina, USA"
buzzorhowl,15436822,She's In A Bad Mood,"Witch baby with robot heart. Middle aged scream queen. Queer, trans, happily married. (BTW I'm editorial director for RVA Mag/GayRVA. But here I'm just ranting)",False,False,489.0,15110.0,168.0,19751.0,Richmond VA
ohunt,15437616,Oliver Hunt,"Privacy is a fundamental human right.

Not being beaten or killed by the police is a fundamental right.

Protesting is a fundamental right.

He/him.",False,False,3063.0,30748.0,348.0,22725.0,California
SpraakmakersOp1,116463374,Spraakmakers | KRO-NCRV,"Iedere werkdag van 09.30 - 11.30 @NPORadio1 Ghislaine Plag met Stand.nl, het Mediaforum & de Nieuwsquiz. Meepraten mét Spraakmakers? Link in bio!",False,False,13269.0,30106.0,5259.0,1333.0,"Hilversum, Nederland"
Zapaman,37966963,Dominic Zapaman,De abajo y izquierda. Hoping for greater humanity in a finite world. #Coops #CommunityEnterprise #Sustainability #Acoustics @AzymuthAUk,False,False,2197.0,118598.0,2787.0,9316.0,Manchester
TimMilder,636313350,Tim Milder,,False,False,66.0,4587.0,186.0,513.0,
Matt24818188,885187110021595137,Matt Yemma,"Obama for America Alum. Media and Public Relations Consultant. Avid sailor, free-skier, runner, news junkie, owner of Ollie the house wolf.",False,False,1139.0,4339.0,5003.0,4515.0,"Stamford, CT"
WassenbergFrank,762251077,Frank Wassenberg,"Kamerlid @PartijvdDieren Woordvoerder onderwijs, dierenwelzijn, visserij, justitie. Bioloog, lezer, dierenbeschermer, vinylfanaat - van Mozart tot Motörhead",False,False,10224.0,5885.0,1299.0,5501.0,"Mestreech, Gelaen, Den Haag"
RG21482519,1280620921678696448,Gurko@Шипка,,False,False,19.0,1011.0,47.0,1397.0,
ChelsyFreedom,1348338669652897792,Chelsy Freedom,,False,False,659.0,6150.0,244.0,4849.0,
lobitomanungo,1320674847752704001,lobitomañungo,Grafisk Designer.,False,False,98.0,11178.0,226.0,3323.0,
RoubleDestroyer,1499040996717387778,Rouble Destroying Fella 🇺🇦,"Enthusiastic and unapologetic supporter of 🇺🇦, NATO, and close ties between all European nations. #NAFO expansion is non-negotiable. 🇺🇸 🇬🇧",False,False,680.0,1333.0,901.0,23235.0,Free World
greywolf2320,872988450,Grey Wolf,,False,False,131.0,1172.0,429.0,320.0,Raleigh
razibkhan,35304791,Razib 🥥 Khan,"Geneticist. Evolution, history and books. Tweets only represent me. 

""i'm not really a political person""

razib.com",True,False,57134.0,1008.0,3282.0,44843.0,"Austin, TX"
sodslawyer,380478527,sod's lawyer,That difficult third album,False,False,1050.0,117948.0,621.0,11179.0,Europe
nickheer,8843112,Nick Heer,Curious. I write @pxlnv.,False,False,1828.0,43855.0,198.0,46724.0,Calgary
mergesort,26178841,✨ Joe Fabisevich ✨,"""Apps genius"" - Colleen. I used to make @Twitter a bit healthier, now I make puns and indie apps @redpandaclub. I am the friend you made along the way. 🐶🍕🐱",False,False,4685.0,75110.0,75.0,49394.0,NYC/🇺🇦
wardirect,809030,wardirect,for english version of war in georgia with russia follow  twitter.com/wardirect_en,False,False,38.0,116.0,90.0,45.0,Tbilisi
UnoMomentoJigit,490297137,Jush Jigit,"Похуй на законы, главное справедливость! (c).                             🇨🇦 🇺🇸 🇦🇺 🇨🇳 🇮🇳 🇦🇪 🇦🇿 🇦🇲 🇹🇷 🇨🇾 🇷🇺 🇺🇿 🇰🇿🇰🇬",False,False,396.0,6932.0,333.0,3952.0,"Kyrgyzstan, Bishkek"
Alb_Puig,114522625,A.Puig,"Català, Barça, enginyer industrial, automobilisme, F1, BTT i fan dels videojocs.",False,False,797.0,29771.0,1759.0,39360.0,Per allà on tiren Fairy
tilenoff,188997398,Zero 2 One,Live the life. To the fullest.,False,False,4706.0,20370.0,143.0,17251.0,New York/Chicago  
cooltxchick,22803269,Ty Ross,Author. Screenwriter. Mom. Resister. Traitor Hater. Sexual Anarchist. News Journalist for Occupy Democrats. #DemVoice1,False,False,81347.0,153081.0,21410.0,238924.0,"El Paso, TX"
ruth_deyermond,2831582375,Ruth Deyermond,"Senior Lecturer, Department of War Studies, King's College London. Russian foreign & security policy, US-Russia relations, European security. Views are my own.",False,False,15549.0,3914.0,1588.0,9444.0,
